temp_ref,unique_study_unit,study_no,question_code,data_source_figure,temp_acclimated,bnf_species,in_assn_w_ps,evolved_amt,symb_free,evolved_symb,other_trt_variable,other_trt_categorical,other_trt_value,notes,response2,temp_K,invkT,invkT_units,temp_C,max_tempC,max_resp,topt_C,pass_topt,bnf_genus,bnf_order,bnf_class,bnf_o2_strategy,habitat1,system
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,0.721,315.1015,36.827835966327434,1/kT(K),41.95150000000001,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,0.1625,316.22409999999996,36.697096630976965,1/kT(K),43.07409999999999,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,0.1984,317.14849999999996,36.590134762559885,1/kT(K),43.99849999999998,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_2,13,comm-tdep,Fig 3,n,na,n,t,symb,symb,na,na,na,na,10.9708,275.13329999999996,42.17776021566173,1/kT(K),1.9832999999999856,11.966599999999971,235.4019,10.998299999999972,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_2,13,comm-tdep,Fig 3,n,na,n,t,symb,symb,na,na,na,na,22.1912,277.1199,41.875398896808655,1/kT(K),3.9698999999999955,11.966599999999971,235.4019,10.998299999999972,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_2,13,comm-tdep,Fig 3,n,na,n,t,symb,symb,na,na,na,na,6.523,279.1233,41.57483934427446,1/kT(K),5.973299999999995,11.966599999999971,235.4019,10.998299999999972,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_2,13,comm-tdep,Fig 3,n,na,n,t,symb,symb,na,na,na,na,26.0599,280.5757,41.35962720486386,1/kT(K),7.425700000000006,11.966599999999971,235.4019,10.998299999999972,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_2,13,comm-tdep,Fig 3,n,na,n,t,symb,symb,na,na,na,na,74.8399,281.07649999999995,41.28593587419697,1/kT(K),7.926499999999976,11.966599999999971,235.4019,10.998299999999972,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_2,13,comm-tdep,Fig 3,n,na,n,t,symb,symb,na,na,na,na,93.3954,282.0949,41.13688817041259,1/kT(K),8.944900000000018,11.966599999999971,235.4019,10.998299999999972,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_2,13,comm-tdep,Fig 3,n,na,n,t,symb,symb,na,na,na,na,97.678,283.07989999999995,40.993748954778226,1/kT(K),9.929899999999975,11.966599999999971,235.4019,10.998299999999972,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_2,13,comm-tdep,Fig 3,n,na,n,t,symb,symb,na,na,na,na,207.154,285.11659999999995,40.7009144846134,1/kT(K),11.966599999999971,11.966599999999971,235.4019,10.998299999999972,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_2,13,comm-tdep,Fig 3,n,na,n,t,symb,symb,na,na,na,na,235.4019,284.14829999999995,40.839612113617164,1/kT(K),10.998299999999972,11.966599999999971,235.4019,10.998299999999972,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_3,13,comm-tdep,Fig 4,n,na,n,t,symb,symb,na,na,na,NA,0.068,277.20599999999996,41.862392425646355,1/kT(K),4.055999999999983,9.884999999999991,37.051,9.884999999999991,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_3,13,comm-tdep,Fig 4,n,na,n,t,symb,symb,na,na,na,NA,3.119,280.082,41.432531739789496,1/kT(K),6.932000000000016,9.884999999999991,37.051,9.884999999999991,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_3,13,comm-tdep,Fig 4,n,na,n,t,symb,symb,na,na,na,NA,6.169,281.09799999999996,41.28277808715723,1/kT(K),7.947999999999979,9.884999999999991,37.051,9.884999999999991,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_3,13,comm-tdep,Fig 4,n,na,n,t,symb,symb,na,na,na,NA,16.847,282.099,41.13629029079764,1/kT(K),8.949000000000012,9.884999999999991,37.051,9.884999999999991,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_3,13,comm-tdep,Fig 4,n,na,n,t,symb,symb,na,na,na,NA,37.051,283.03499999999997,41.000252105724464,1/kT(K),9.884999999999991,9.884999999999991,37.051,9.884999999999991,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_4,13,comm-tdep,Fig 5,n,na,n,t,symb,symb,na,na,na,NA,0.04,276.11899999999997,42.027192459568965,1/kT(K),2.968999999999994,14.144999999999982,6.306,14.144999999999982,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_4,13,comm-tdep,Fig 5,n,na,n,t,symb,symb,na,na,na,NA,0.024,277.611,41.80132038983947,1/kT(K),4.461000000000013,14.144999999999982,6.306,14.144999999999982,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_4,13,comm-tdep,Fig 5,n,na,n,t,symb,symb,na,na,na,NA,0.18,279.72299999999996,41.485706769710475,1/kT(K),6.572999999999979,14.144999999999982,6.306,14.144999999999982,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_4,13,comm-tdep,Fig 5,n,na,n,t,symb,symb,na,na,na,NA,1.713,280.82599999999996,41.32276340062432,1/kT(K),7.675999999999988,14.144999999999982,6.306,14.144999999999982,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_4,13,comm-tdep,Fig 5,n,na,n,t,symb,symb,na,na,na,NA,2.381,282.179,41.12462782398309,1/kT(K),9.028999999999996,14.144999999999982,6.306,14.144999999999982,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_4,13,comm-tdep,Fig 5,n,na,n,t,symb,symb,na,na,na,NA,2.616,282.736,41.04361084100971,1/kT(K),9.586000000000013,14.144999999999982,6.306,14.144999999999982,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_4,13,comm-tdep,Fig 5,n,na,n,t,symb,symb,na,na,na,NA,3.376,283.168,40.98099486786544,1/kT(K),10.018000000000029,14.144999999999982,6.306,14.144999999999982,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_4,13,comm-tdep,Fig 5,n,na,n,t,symb,symb,na,na,na,NA,3.233,286.215,40.54471762396703,1/kT(K),13.064999999999998,14.144999999999982,6.306,14.144999999999982,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_4,13,comm-tdep,Fig 5,n,na,n,t,symb,symb,na,na,na,NA,4.6,284.222,40.82902222468255,1/kT(K),11.072000000000003,14.144999999999982,6.306,14.144999999999982,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_4,13,comm-tdep,Fig 5,n,na,n,t,symb,symb,na,na,na,NA,6.306,287.29499999999996,40.39230183171905,1/kT(K),14.144999999999982,14.144999999999982,6.306,14.144999999999982,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_5,13,comm-tdep,Fig 6,n,na,n,t,symb,symb,na,na,na,NA,0.647,282.13,41.13177030001674,1/kT(K),8.980000000000018,14.081999999999994,5.555,14.081999999999994,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_5,13,comm-tdep,Fig 6,n,na,n,t,symb,symb,na,na,na,NA,2.723,284.678,40.763621898227896,1/kT(K),11.52800000000002,14.081999999999994,5.555,14.081999999999994,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_5,13,comm-tdep,Fig 6,n,na,n,t,symb,symb,na,na,na,NA,5.252,286.203,40.54641759430797,1/kT(K),13.052999999999997,14.081999999999994,5.555,14.081999999999994,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_5,13,comm-tdep,Fig 6,n,na,n,t,symb,symb,na,na,na,NA,5.555,287.23199999999997,40.40116127292128,1/kT(K),14.081999999999994,14.081999999999994,5.555,14.081999999999994,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_6,13,comm-tdep,Fig 7,n,na,n,t,symb,symb,na,na,na,NA,3.505,274.17499999999995,42.32518046774405,1/kT(K),1.0249999999999773,9.83499999999998,314.719,9.83499999999998,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_6,13,comm-tdep,Fig 7,n,na,n,t,symb,symb,na,na,na,NA,17.535,276.144,42.02338763378426,1/kT(K),2.994000000000028,9.83499999999998,314.719,9.83499999999998,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_6,13,comm-tdep,Fig 7,n,na,n,t,symb,symb,na,na,na,NA,90.486,277.113,41.876441577059616,1/kT(K),3.9630000000000223,9.83499999999998,314.719,9.83499999999998,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_6,13,comm-tdep,Fig 7,n,na,n,t,symb,symb,na,na,na,NA,134.444,278.143,41.72136762292678,1/kT(K),4.992999999999995,9.83499999999998,314.719,9.83499999999998,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_6,13,comm-tdep,Fig 7,n,na,n,t,symb,symb,na,na,na,NA,138.653,280.09299999999996,41.43090457363705,1/kT(K),6.942999999999984,9.83499999999998,314.719,9.83499999999998,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_6,13,comm-tdep,Fig 7,n,na,n,t,symb,symb,na,na,na,NA,199.68,281.53499999999997,41.21869875768101,1/kT(K),8.384999999999991,9.83499999999998,314.719,9.83499999999998,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_6,13,comm-tdep,Fig 7,n,na,n,t,symb,symb,na,na,na,NA,274.269,282.012,41.1489807339536,1/kT(K),8.862000000000023,9.83499999999998,314.719,9.83499999999998,no,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_6,13,comm-tdep,Fig 7,n,na,n,t,symb,symb,na,na,na,NA,314.719,282.98499999999996,41.0074963504911,1/kT(K),9.83499999999998,9.83499999999998,314.719,9.83499999999998,no,mixed,mixed,mixed,mixed,t,plant root nodules
kashyap_folia microbiology_1991_kashyap_folia microbiology_1991,14_1,14,mono-pop-tdep,Fig 1,n,nostoc commune,y,t,free,free,na,na,na,no  info on ara to n ratio; fig 2 is logged data for increasing portion,1.62697239,278.15,41.720317651424494,1/kT(K),5,30,6.640732501,25,yes,nostoc,nostocales,cyanophyceae,spatial,t,algal community growing on soils of schirmacher oasis (antarctica
kashyap_folia microbiology_1991_kashyap_folia microbiology_1991,14_1,14,mono-pop-tdep,Fig 1,n,nostoc commune,y,t,free,free,na,na,na,no  info on ara to n ratio; fig 2 is logged data for increasing portion,2.600243052,283.15,40.983600052070365,1/kT(K),10,30,6.640732501,25,yes,nostoc,nostocales,cyanophyceae,spatial,t,algal community growing on soils of schirmacher oasis (antarctica
kashyap_folia microbiology_1991_kashyap_folia microbiology_1991,14_1,14,mono-pop-tdep,Fig 1,n,nostoc commune,y,t,free,free,na,na,na,no  info on ara to n ratio; fig 2 is logged data for increasing portion,4.13358453,288.15,40.27244960868896,1/kT(K),15,30,6.640732501,25,yes,nostoc,nostocales,cyanophyceae,spatial,t,algal community growing on soils of schirmacher oasis (antarctica
kashyap_folia microbiology_1991_kashyap_folia microbiology_1991,14_1,14,mono-pop-tdep,Fig 1,n,nostoc commune,y,t,free,free,na,na,na,no  info on ara to n ratio; fig 2 is logged data for increasing portion,5.428653181,293.15,39.58555809225217,1/kT(K),20,30,6.640732501,25,yes,nostoc,nostocales,cyanophyceae,spatial,t,algal community growing on soils of schirmacher oasis (antarctica
kashyap_folia microbiology_1991_kashyap_folia microbiology_1991,14_1,14,mono-pop-tdep,Fig 1,n,nostoc commune,y,t,free,free,na,na,na,no  info on ara to n ratio; fig 2 is logged data for increasing portion,6.640732501,298.15,38.92170503016509,1/kT(K),25,30,6.640732501,25,yes,nostoc,nostocales,cyanophyceae,spatial,t,algal community growing on soils of schirmacher oasis (antarctica
kashyap_folia microbiology_1991_kashyap_folia microbiology_1991,14_1,14,mono-pop-tdep,Fig 1,n,nostoc commune,y,t,free,free,na,na,na,no  info on ara to n ratio; fig 2 is logged data for increasing portion,5.591084648,303.15,38.279750469218946,1/kT(K),30,30,6.640732501,25,yes,nostoc,nostocales,cyanophyceae,spatial,t,algal community growing on soils of schirmacher oasis (antarctica
kashyap_folia microbiology_1991_kashyap_folia microbiology_1991,14_2,14,mono-pop-tdep,Fig 1,n,nostoc muscorum (anabaena sp pcc 7120),y,t,free,free,na,na,na,no  info on ara to n ratio; fig 2 is logged data for increasing portion,0.112363524,278.15,41.720317651424494,1/kT(K),5,30,9.947863753,30,no,nostoc,nostocales,cyanophyceae,spatial,t,algal community from freshwater origin from uchicago
kashyap_folia microbiology_1991_kashyap_folia microbiology_1991,14_2,14,mono-pop-tdep,Fig 1,n,nostoc muscorum (anabaena sp pcc 7120),y,t,free,free,na,na,na,no  info on ara to n ratio; fig 2 is logged data for increasing portion,0.141684135,283.15,40.983600052070365,1/kT(K),10,30,9.947863753,30,no,nostoc,nostocales,cyanophyceae,spatial,t,algal community from freshwater origin from uchicago
kashyap_folia microbiology_1991_kashyap_folia microbiology_1991,14_2,14,mono-pop-tdep,Fig 1,n,nostoc muscorum (anabaena sp pcc 7120),y,t,free,free,na,na,na,no  info on ara to n ratio; fig 2 is logged data for increasing portion,0.565311231,288.15,40.27244960868896,1/kT(K),15,30,9.947863753,30,no,nostoc,nostocales,cyanophyceae,spatial,t,algal community from freshwater origin from uchicago
kashyap_folia microbiology_1991_kashyap_folia microbiology_1991,14_2,14,mono-pop-tdep,Fig 1,n,nostoc muscorum (anabaena sp pcc 7120),y,t,free,free,na,na,na,no  info on ara to n ratio; fig 2 is logged data for increasing portion,4.806179619,293.15,39.58555809225217,1/kT(K),20,30,9.947863753,30,no,nostoc,nostocales,cyanophyceae,spatial,t,algal community from freshwater origin from uchicago
kashyap_folia microbiology_1991_kashyap_folia microbiology_1991,14_2,14,mono-pop-tdep,Fig 1,n,nostoc muscorum (anabaena sp pcc 7120),y,t,free,free,na,na,na,no  info on ara to n ratio; fig 2 is logged data for increasing portion,9.565838488,298.15,38.92170503016509,1/kT(K),25,30,9.947863753,30,no,nostoc,nostocales,cyanophyceae,spatial,t,algal community from freshwater origin from uchicago
kashyap_folia microbiology_1991_kashyap_folia microbiology_1991,14_2,14,mono-pop-tdep,Fig 1,n,nostoc muscorum (anabaena sp pcc 7120),y,t,free,free,na,na,na,no  info on ara to n ratio; fig 2 is logged data for increasing portion,9.947863753,303.15,38.279750469218946,1/kT(K),30,30,9.947863753,30,no,nostoc,nostocales,cyanophyceae,spatial,t,algal community from freshwater origin from uchicago
kravchenko_ microbiology_2003_kravchenko_ microbiology_2003,15_1,15,comm-tdep,Fig 3b,n,unknown,y,t,symb,symb,na,na,na,supplemented with glucose - not just ps-sourced c,0.296875,278.15,41.720317651424494,1/kT(K),5,45,3.640625,25,yes,mixed,mixed,mixed,mixed,t,peat soil from raised bog in russian forest
kravchenko_ microbiology_2003_kravchenko_ microbiology_2003,15_1,15,comm-tdep,Fig 3b,n,unknown,y,t,symb,symb,na,na,na,supplemented with glucose - not just ps-sourced c,1.1953125,283.15,40.983600052070365,1/kT(K),10,45,3.640625,25,yes,mixed,mixed,mixed,mixed,t,peat soil from raised bog in russian forest
kravchenko_ microbiology_2003_kravchenko_ microbiology_2003,15_1,15,comm-tdep,Fig 3b,n,unknown,y,t,symb,symb,na,na,na,supplemented with glucose - not just ps-sourced c,2.5078125,288.15,40.27244960868896,1/kT(K),15,45,3.640625,25,yes,mixed,mixed,mixed,mixed,t,peat soil from raised bog in russian forest
kravchenko_ microbiology_2003_kravchenko_ microbiology_2003,15_1,15,comm-tdep,Fig 3b,n,unknown,y,t,symb,symb,na,na,na,supplemented with glucose - not just ps-sourced c,3.203125,293.15,39.58555809225217,1/kT(K),20,45,3.640625,25,yes,mixed,mixed,mixed,mixed,t,peat soil from raised bog in russian forest
kravchenko_ microbiology_2003_kravchenko_ microbiology_2003,15_1,15,comm-tdep,Fig 3b,n,unknown,y,t,symb,symb,na,na,na,supplemented with glucose - not just ps-sourced c,3.640625,298.15,38.92170503016509,1/kT(K),25,45,3.640625,25,yes,mixed,mixed,mixed,mixed,t,peat soil from raised bog in russian forest
kravchenko_ microbiology_2003_kravchenko_ microbiology_2003,15_1,15,comm-tdep,Fig 3b,n,unknown,y,t,symb,symb,na,na,na,supplemented with glucose - not just ps-sourced c,3.609375,303.15,38.279750469218946,1/kT(K),30,45,3.640625,25,yes,mixed,mixed,mixed,mixed,t,peat soil from raised bog in russian forest
kravchenko_ microbiology_2003_kravchenko_ microbiology_2003,15_1,15,comm-tdep,Fig 3b,n,unknown,y,t,symb,symb,na,na,na,supplemented with glucose - not just ps-sourced c,1.390625,310.15,37.41578705382468,1/kT(K),37,45,3.640625,25,yes,mixed,mixed,mixed,mixed,t,peat soil from raised bog in russian forest
kravchenko_ microbiology_2003_kravchenko_ microbiology_2003,15_1,15,comm-tdep,Fig 3b,n,unknown,y,t,symb,symb,na,na,na,supplemented with glucose - not just ps-sourced c,0.078125,318.15,36.47495318165558,1/kT(K),45,45,3.640625,25,yes,mixed,mixed,mixed,mixed,t,peat soil from raised bog in russian forest
lehtimaki_applied and environmental microbiology _1997_lehtimaki_applied and environmental microbiology _1997,16_2,16,mono-pop-tdep,Fig 2d,n,nodularia spumigena,y,m,free,free,na,na,na,removed points where i couldn't confidently discern shape within  cluster,2.634508631,286.15,40.55392750216223,1/kT(K),13,28,6.47029974,25,yes,nodularia,nostocales,cyanophyceae,spatial,a,wild isolate from arkona sea and gulf of finland
lehtimaki_applied and environmental microbiology _1997_lehtimaki_applied and environmental microbiology _1997,16_2,16,mono-pop-tdep,Fig 2d,n,nodularia spumigena,y,m,free,free,na,na,na,removed points where i couldn't confidently discern shape within  cluster,4.622473653,289.15,40.13317086198763,1/kT(K),16,28,6.47029974,25,yes,nodularia,nostocales,cyanophyceae,spatial,a,wild isolate from arkona sea and gulf of finland
lehtimaki_applied and environmental microbiology _1997_lehtimaki_applied and environmental microbiology _1997,16_2,16,mono-pop-tdep,Fig 2d,n,nodularia spumigena,y,m,free,free,na,na,na,removed points where i couldn't confidently discern shape within  cluster,5.854357711,292.15,39.72105546720426,1/kT(K),19,28,6.47029974,25,yes,nodularia,nostocales,cyanophyceae,spatial,a,wild isolate from arkona sea and gulf of finland
lehtimaki_applied and environmental microbiology _1997_lehtimaki_applied and environmental microbiology _1997,16_2,16,mono-pop-tdep,Fig 2d,n,nodularia spumigena,y,m,free,free,na,na,na,removed points where i couldn't confidently discern shape within  cluster,5.12972003,295.15,39.317317820578424,1/kT(K),22,28,6.47029974,25,yes,nodularia,nostocales,cyanophyceae,spatial,a,wild isolate from arkona sea and gulf of finland
lehtimaki_applied and environmental microbiology _1997_lehtimaki_applied and environmental microbiology _1997,16_2,16,mono-pop-tdep,Fig 2d,n,nodularia spumigena,y,m,free,free,na,na,na,removed points where i couldn't confidently discern shape within  cluster,6.47029974,298.15,38.92170503016509,1/kT(K),25,28,6.47029974,25,yes,nodularia,nostocales,cyanophyceae,spatial,a,wild isolate from arkona sea and gulf of finland
lehtimaki_applied and environmental microbiology _1997_lehtimaki_applied and environmental microbiology _1997,16_2,16,mono-pop-tdep,Fig 2d,n,nodularia spumigena,y,m,free,free,na,na,na,removed points where i couldn't confidently discern shape within  cluster,6.180406649,301.15,38.53397428106832,1/kT(K),28,28,6.47029974,25,yes,nodularia,nostocales,cyanophyceae,spatial,a,wild isolate from arkona sea and gulf of finland
lennihan_canadian journal of botany_1994_lennihan_canadian journal of botany_1994,17_1,17,mono-pop-tdep,Fig 3,n,nostoc commune,y,t,free,free,date of experiment,na,july 1 1988,na,258.01821,273.15,42.48400642410296,1/kT(K),0,20,1167.648941,15,yes,nostoc,nostocales,cyanophyceae,spatial,t,wild isolate from queen elizabeth islands canadian archipelago
lennihan_canadian journal of botany_1994_lennihan_canadian journal of botany_1994,17_1,17,mono-pop-tdep,Fig 3,n,nostoc commune,y,t,free,free,date of experiment,na,july 1 1988,na,439.9332571,278.15,41.720317651424494,1/kT(K),5,20,1167.648941,15,yes,nostoc,nostocales,cyanophyceae,spatial,t,wild isolate from queen elizabeth islands canadian archipelago
lennihan_canadian journal of botany_1994_lennihan_canadian journal of botany_1994,17_1,17,mono-pop-tdep,Fig 3,n,nostoc commune,y,t,free,free,date of experiment,na,july 1 1988,na,817.5077972,283.15,40.983600052070365,1/kT(K),10,20,1167.648941,15,yes,nostoc,nostocales,cyanophyceae,spatial,t,wild isolate from queen elizabeth islands canadian archipelago
lennihan_canadian journal of botany_1994_lennihan_canadian journal of botany_1994,17_1,17,mono-pop-tdep,Fig 3,n,nostoc commune,y,t,free,free,date of experiment,na,july 1 1988,na,1167.648941,288.15,40.27244960868896,1/kT(K),15,20,1167.648941,15,yes,nostoc,nostocales,cyanophyceae,spatial,t,wild isolate from queen elizabeth islands canadian archipelago
lennihan_canadian journal of botany_1994_lennihan_canadian journal of botany_1994,17_1,17,mono-pop-tdep,Fig 3,n,nostoc commune,y,t,free,free,date of experiment,na,july 1 1988,na,790.1113985,293.15,39.58555809225217,1/kT(K),20,20,1167.648941,15,yes,nostoc,nostocales,cyanophyceae,spatial,t,wild isolate from queen elizabeth islands canadian archipelago
lennihan_canadian journal of botany_1994_lennihan_canadian journal of botany_1994,17_2,17,mono-pop-tdep,Fig 3,n,nostoc commune,y,t,free,free,date of experiment,na,july 25 1987,na,687.1112986,276.15,42.022474578105104,1/kT(K),3,20,2124.192074,20,no,nostoc,nostocales,cyanophyceae,spatial,t,wild isolate from queen elizabeth islands canadian archipelago
lennihan_canadian journal of botany_1994_lennihan_canadian journal of botany_1994,17_2,17,mono-pop-tdep,Fig 3,n,nostoc commune,y,t,free,free,date of experiment,na,july 25 1987,na,1045.188334,281.15,41.275142645362706,1/kT(K),8,20,2124.192074,20,no,nostoc,nostocales,cyanophyceae,spatial,t,wild isolate from queen elizabeth islands canadian archipelago
lennihan_canadian journal of botany_1994_lennihan_canadian journal of botany_1994,17_2,17,mono-pop-tdep,Fig 3,n,nostoc commune,y,t,free,free,date of experiment,na,july 25 1987,na,1872.62062,286.15,40.55392750216223,1/kT(K),13,20,2124.192074,20,no,nostoc,nostocales,cyanophyceae,spatial,t,wild isolate from queen elizabeth islands canadian archipelago
lennihan_canadian journal of botany_1994_lennihan_canadian journal of botany_1994,17_2,17,mono-pop-tdep,Fig 3,n,nostoc commune,y,t,free,free,date of experiment,na,july 25 1987,na,2124.192074,293.15,39.58555809225217,1/kT(K),20,20,2124.192074,20,no,nostoc,nostocales,cyanophyceae,spatial,t,wild isolate from queen elizabeth islands canadian archipelago
liengen and olsen 1997_na,18_1,18,comm-tdep,Fig 5,n,nostoc commune and others,y,t,symb,symb,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",1.7739,273.19379999999995,42.47719514404692,1/kT(K),0.04379999999997608,40.101099999999974,2990.2381,19.903700000000015,yes,mixed,mixed,mixed,mixed,t,macroscopic sheet on top of moss
liengen and olsen 1997_na,18_1,18,comm-tdep,Fig 5,n,nostoc commune and others,y,t,symb,symb,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",64.4156,279.7659,41.479345248093935,1/kT(K),6.6159000000000106,40.101099999999974,2990.2381,19.903700000000015,yes,mixed,mixed,mixed,mixed,t,macroscopic sheet on top of moss
liengen and olsen 1997_na,18_1,18,comm-tdep,Fig 5,n,nostoc commune and others,y,t,symb,symb,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",502.4178,283.2174,40.973846786051006,1/kT(K),10.06740000000002,40.101099999999974,2990.2381,19.903700000000015,yes,mixed,mixed,mixed,mixed,t,macroscopic sheet on top of moss
liengen and olsen 1997_na,18_1,18,comm-tdep,Fig 5,n,nostoc commune and others,y,t,symb,symb,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",1216.9207,288.15889999999996,40.27120576440195,1/kT(K),15.008899999999983,40.101099999999974,2990.2381,19.903700000000015,yes,mixed,mixed,mixed,mixed,t,macroscopic sheet on top of moss
liengen and olsen 1997_na,18_1,18,comm-tdep,Fig 5,n,nostoc commune and others,y,t,symb,symb,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",2990.2381,293.0537,39.59856625165873,1/kT(K),19.903700000000015,40.101099999999974,2990.2381,19.903700000000015,yes,mixed,mixed,mixed,mixed,t,macroscopic sheet on top of moss
liengen and olsen 1997_na,18_1,18,comm-tdep,Fig 5,n,nostoc commune and others,y,t,symb,symb,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",1518.071,298.1559,38.920934835580056,1/kT(K),25.005899999999997,40.101099999999974,2990.2381,19.903700000000015,yes,mixed,mixed,mixed,mixed,t,macroscopic sheet on top of moss
liengen and olsen 1997_na,18_1,18,comm-tdep,Fig 5,n,nostoc commune and others,y,t,symb,symb,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",1695.4941,303.12199999999996,38.28328644817507,1/kT(K),29.97199999999998,40.101099999999974,2990.2381,19.903700000000015,yes,mixed,mixed,mixed,mixed,t,macroscopic sheet on top of moss
liengen and olsen 1997_na,18_1,18,comm-tdep,Fig 5,n,nostoc commune and others,y,t,symb,symb,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",388.273,308.14239999999995,37.65955725256805,1/kT(K),34.992399999999975,40.101099999999974,2990.2381,19.903700000000015,yes,mixed,mixed,mixed,mixed,t,macroscopic sheet on top of moss
liengen and olsen 1997_na,18_2,18,comm-tdep,Fig 5,n,unknown,y,t,both,both,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",7.7737,280.12579999999997,41.42605341865591,1/kT(K),6.9757999999999925,35.067200000000014,30.1623,20.114199999999983,yes,mixed,mixed,mixed,mixed,t,salt mark dark crust
liengen and olsen 1997_na,18_2,18,comm-tdep,Fig 5,n,unknown,y,t,both,both,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",12.5842,285.19969999999995,40.689055264587324,1/kT(K),12.049699999999973,35.067200000000014,30.1623,20.114199999999983,yes,mixed,mixed,mixed,mixed,t,salt mark dark crust
liengen and olsen 1997_na,18_2,18,comm-tdep,Fig 5,n,unknown,y,t,both,both,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",22.9807,290.2065,39.98706560584867,1/kT(K),17.056500000000028,35.067200000000014,30.1623,20.114199999999983,yes,mixed,mixed,mixed,mixed,t,salt marsh dark crust
